CustomerID,FirstName,LastName,Email,PhoneNumber,Address,City,State,ZipCode,Country,Age,Gender,CustomerID,Product,Price,Quantity,PurchaseDate,CustomerID,PageVisited,VisitDate,CustomerID,Campaign,InteractionDate,Outcome
1d6823b3-19f5-4bc1-af3b-8fd9cdb86e70,Nayantara,Gara,sairadash@gmail.org,1751876881.0,"H.No. 503, Bhandari",Mumbai,Maharashtra,40215,India,57.0,Male,6.0,Camera,236.3,3.0,2023-05-20 06:06:33,2,Contact,2023-07-17 14:58:30,5.0,Direct Mail,2024-01-04 10:47:51,Unsubscribed
feba7c3d-8159-4f23-9aaf-d8dc4070eed4,Nayantara,Bala,sommamooty@gmail.org,2034894312.0,"65/629
Dewan",Mumbai,Maharashtra,45589,India,31.0,Male,7.0,Jacket,81.83,3.0,2023-05-15 06:00:24,2,Special Offers,2023-09-22 14:13:27,5.0,SMS,2023-08-07 18:21:08,Converted
a1ab6888-a3f9-4abe-a51b-e3d6b5ca9173,Raghav,Malhotra,emir21@gmail.org,4675333765.0,"H.No. 38
Bhardwaj Circle",Nagpur,Maharashtra,40001,India,49.0,Male,7.0,Smartphone,345.93,1.0,2024-04-05 06:16:24,2,Special Offers,2023-11-18 18:17:08,5.0,Direct Mail,2024-01-09 12:11:19,Converted
43b8b705-b0c3-4b8e-ac03-4db8c709a62f,Pihu,Mallick,mahalsamarth@gmail.org,7946163387.0,"37/951
Shroff Road",Pune,Maharashtra,411021,India,58.0,Female,8.0,Shoes,201.15,1.0,2023-05-19 06:31:21,2,Special Offers,2024-01-16 00:13:57,6.0,SMS,2023-08-27 13:02:50,Unsubscribed
846e1340-e293-40a3-80fe-bc3be2c53a32,Inaaya ,Rao,ritvikchandra@gmail.net,94209001.0,"42/53, Sandal Chowk",Aurangabad,Maharashtra,40080,India,44.0,Male,8.0,Shoes,222.31,2.0,2023-12-21 07:17:43,2,Products,2023-09-05 23:36:42,6.0,Social Media,2024-01-23 03:30:13,Converted
ca5d4cf7-f643-428c-abe2-3ab31961fe3e,Zain,Dora,venkateshrenee@gmail.org,2564198456.0,"84/916
Dani Street",Mumbai,Maharashtra,4065,India,42.0,Male,8.0,Jacket,266.79,2.0,2023-09-11 12:34:20,3,About Us,2023-12-12 22:45:40,6.0,Email,2024-01-31 06:20:18,Opened
af35637e-de38-4487-abef-2518ac47533c,Alia,Kari,anahi86@gmail.net,2412869519.0,"688
Sekhon Path",Nagpur,Maharashtra,40001,India,34.0,Male,8.0,Smartphone,206.52,2.0,2023-07-14 11:44:31,3,Contact,2023-11-08 04:36:43,7.0,Social Media,2023-12-16 02:02:44,Unsubscribed
08427bc5-5f05-44d2-9c04-e2deeb6b0b5b,Hridaan,Kala,vorakeya@gmail.com,4479767607.0,"94/67, Kurian Zila",Mumbai,Maharashtra,4065,India,79.0,Female,8.0,Headphones,895.9,1.0,2023-12-12 06:55:44,3,About Us,2023-07-12 10:36:42,8.0,Email,2024-01-01 19:39:17,Unsubscribed
84d80183-8ac9-4cf3-bd22-6342db39fe37,Madhav,Dyal,chatterjeedevansh@gmail.net,5240213879.0,"57/390, Shukla Zila",Nagpur,Maharashtra,40001,India,31.0,Male,9.0,Jacket,734.57,1.0,2023-07-01 04:49:58,3,Special Offers,2024-02-02 21:11:45,9.0,Email,2023-06-30 22:45:21,Opened
08e64970-4911-4221-9862-34083d9be664,Yasmin,Acharya,ethakkar@gmail.org,568877502.0,"41/06
Gade Road",Nagpur,Maharashtra,40001,India,61.0,Female,9.0,Smartphone,785.5,1.0,2023-07-13 20:29:13,3,Products,2023-07-25 07:57:22,12.0,Social Media,2024-05-11 15:35:21,Clicked
c220477d-129b-45b3-8970-b2addaf27343,Trisha,Sarraf,gardevritika@gmail.org,9651175965.0,"32/36, Devi Marg",Mumbai,Maharashtra,4065,India,28.0,Female,9.0,Headphones,314.1,1.0,2024-04-27 12:36:33,3,Contact,2023-11-18 03:06:18,13.0,SMS,2024-03-17 10:56:32,Opened
93d1d1f4-7124-4d52-b78e-dbd34e8ebcf1,Mishti,Dutt,vdixit@gmail.org,1210868661.0,"H.No. 723, Mahal Zila",Pune,Maharashtra,411021,India,61.0,Female,10.0,Watch,680.02,2.0,2023-12-09 13:24:52,3,Home,2023-12-26 12:18:49,14.0,Direct Mail,2023-06-03 20:45:43,Unsubscribed
a708e954-1826-49b2-a8d0-9e90d393a4d5,Manikya,Baral,jdin@gmail.com,2756131868.0,"H.No. 220, Thaker Road",Aurangabad,Maharashtra,40080,India,23.0,Male,10.0,Camera,74.88,2.0,2023-09-19 20:28:30,3,About Us,2023-08-04 16:44:20,14.0,Direct Mail,2023-07-14 21:14:32,Clicked
039d915c-f975-4e86-84db-bcae15738dcd,Damini,Subramanian,nirvi99@gmail.net,5971894682.0,"33/62
Datta Zila",Pune,Maharashtra,411021,India,42.0,Male,10.0,Watch,846.52,1.0,2023-10-11 07:50:13,4,About Us,2023-11-28 05:08:16,14.0,Social Media,2024-03-20 11:34:53,Unsubscribed
78bfe7ca-27f7-454a-afe0-c010c95a7730,Prerak,Vaidya,nde@gmail.net,8362073436.0,"399
Aurora Street",Pune,Maharashtra,411021,India,48.0,Female,11.0,Camera,817.5,1.0,2024-01-30 16:58:51,4,Special Offers,2023-12-23 23:24:38,15.0,SMS,2024-03-27 19:21:01,Opened
4759f783-415a-4d7a-a18d-a4b24cf41658,Elakshi,Sule,rajagopalshalv@gmail.net,3222488248.0,"H.No. 77, Rao Marg",Aurangabad,Maharashtra,40080,India,59.0,Male,12.0,Watch,384.21,1.0,2023-07-08 17:41:31,4,Products,2024-04-20 01:28:56,15.0,Social Media,2023-07-21 20:28:11,Clicked
02435009-677e-44e6-8445-ae4715c5933a,Jayant,Chaudry,babukeya@gmail.com,2833221082.0,"H.No. 120
Tandon Nagar",Nagpur,Maharashtra,40001,India,41.0,Female,12.0,Headphones,982.13,1.0,2024-03-17 14:03:14,4,Home,2023-07-27 21:08:43,15.0,Social Media,2024-03-10 14:15:40,Opened
ef98f37d-4fa4-4151-8754-5f44e68ddde2,Mamooty,Bala,manikya27@gmail.org,6191721429.0,"087
Dhillon Circle",Nashik,Maharashtra,45021,India,77.0,Male,13.0,Shoes,586.75,3.0,2023-07-01 11:10:51,4,Contact,2023-10-26 00:04:22,16.0,Direct Mail,2023-09-17 13:23:23,Opened
479f3268-13b9-40f9-b39f-e2721033734c,Farhan,Bhagat,nakul00@gmail.com,7106758778.0,"50/98, Sekhon Street",Pune,Maharashtra,411021,India,79.0,Male,14.0,Laptop,989.17,2.0,2023-11-25 02:06:16,4,Special Offers,2023-09-10 03:59:54,16.0,SMS,2023-09-03 08:23:27,Converted
d9a1a51a-8357-47de-ae87-686fc0da1d7e,Tejas,Sagar,uthkarshbains@gmail.net,5393196213.0,"82, Srinivas Circle",Nashik,Maharashtra,45021,India,33.0,Female,14.0,Headphones,790.68,2.0,2023-11-24 15:27:10,5,Products,2024-01-10 09:36:43,17.0,SMS,2023-08-12 23:18:47,Opened
a84f032e-f277-4573-a941-e15ddb39967f,Vihaan,Manne,ryan45@gmail.org,2884742138.0,"84/089, Bawa Street",Pune,Maharashtra,411021,India,22.0,Female,14.0,Shoes,139.37,2.0,2024-02-10 07:17:11,5,Products,2023-10-16 13:26:16,19.0,Email,2024-02-16 11:38:26,Clicked
a2484b44-eea0-4321-9623-a71bb4de6983,Madhup,Gara,vardaniya14@gmail.com,8015718467.0,"06
Kara Ganj",Pune,Maharashtra,411021,India,49.0,Female,14.0,Jacket,838.84,1.0,2023-07-06 16:50:20,5,Home,2023-06-28 19:00:08,20.0,SMS,2023-08-10 02:14:31,Unsubscribed
e333d143-fcd2-492e-b8bd-17b2e2a45565,Rasha,Ganesh,ebhatt@gmail.com,5830179601.0,"673
Bumb Nagar",Aurangabad,Maharashtra,40080,India,22.0,Female,15.0,Watch,883.72,1.0,2023-08-05 23:00:21,5,Contact,2023-10-16 17:49:04,21.0,Social Media,2023-11-19 16:23:54,Unsubscribed
db2a02a9-2289-4489-9fe2-ad5d64bc7d93,Yuvraj ,Zacharia,nganguly@gmail.com,7835010823.0,"711
Dara Road",Nagpur,Maharashtra,40001,India,43.0,Female,15.0,Laptop,303.47,3.0,2023-09-28 13:00:06,5,About Us,2024-02-29 07:32:23,21.0,Direct Mail,2024-05-06 17:32:20,Converted
e6559349-e97e-401f-bc0f-f5ff697c354f,Vihaan,Sant,lavanya47@gmail.net,6466141676.0,"H.No. 85
Sule",Nagpur,Maharashtra,40001,India,53.0,Female,15.0,Watch,850.38,3.0,2023-09-19 18:08:00,5,Products,2024-01-13 03:55:25,22.0,SMS,2024-05-06 02:48:05,Converted
bf83d047-5c02-4ffc-b332-6a739b0008de,Devansh,Ghosh,ivandass@gmail.org,4218064883.0,"30/66
Vaidya Marg",Mumbai,Maharashtra,45589,India,43.0,Female,16.0,Shoes,621.34,1.0,2024-04-16 16:36:25,5,Contact,2024-01-02 12:03:03,22.0,SMS,2024-05-12 08:46:07,Clicked
42b961e2-adfc-4659-b7c1-896a2c8ba520,Anay,Kumer,mehul35@gmail.org,3330245374.0,"17/05
Balasubramanian Ganj",Nagpur,Maharashtra,40001,India,56.0,Male,16.0,Headphones,736.81,3.0,2023-09-04 22:30:35,5,Home,2024-04-25 22:59:21,23.0,Direct Mail,2024-04-12 15:27:49,Opened
19df39f5-ef83-48b0-8e13-a6c848912076,Shalv,Thaman,dchauhan@gmail.org,4555002834.0,"65/91, Varghese Marg",Pune,Maharashtra,411021,India,73.0,Female,16.0,Smartphone,122.21,1.0,2023-08-08 12:00:42,5,Products,2023-05-30 12:17:29,24.0,Email,2023-07-15 07:00:40,Converted
9930a339-9f93-455a-a62e-19b7507e826a,Mannat,De,wganesh@gmail.com,1178761987.0,"H.No. 54, Sidhu Path",Pune,Maharashtra,411021,India,51.0,Female,16.0,Laptop,423.96,1.0,2023-08-20 02:49:18,5,Special Offers,2024-03-20 22:12:14,24.0,Social Media,2024-03-18 18:48:25,Converted
09958381-f6e5-4d80-b97e-57d76f5c5813,Riaan,Basu,hiranmannan@gmail.com,7774336066.0,"646
Kara Road",Nagpur,Maharashtra,40001,India,37.0,Male,16.0,Headphones,737.81,3.0,2023-11-11 15:11:52,6,Home,2023-11-20 01:42:11,25.0,Direct Mail,2023-10-04 09:37:04,Opened
fbae4251-ef88-47ce-831d-16497cf3d9ed,Samarth,Jhaveri,riya76@gmail.org,8517360009.0,"H.No. 76
Bhavsar",Mumbai,Maharashtra,45589,India,40.0,Female,17.0,Laptop,905.65,1.0,2024-02-22 15:06:29,7,Products,2023-07-21 09:55:34,25.0,Direct Mail,2023-10-17 20:25:16,Clicked
83849891-5a5d-47fc-9289-e1969cd376e8,Lakshit,Butala,rhea92@gmail.com,1772092057.0,"H.No. 11
Bhavsar Marg",Aurangabad,Maharashtra,40080,India,71.0,Male,17.0,Jacket,862.77,3.0,2023-09-27 14:57:13,8,Contact,2023-08-24 01:22:28,27.0,Direct Mail,2023-06-01 16:24:31,Unsubscribed
25719230-e4de-4c66-98d2-e5322d46ddb7,Ranbir,Bail,ghoshriya@gmail.org,2929300820.0,"07/536, Sibal Chowk",Mumbai,Maharashtra,40215,India,83.0,Female,17.0,Camera,557.28,1.0,2023-10-14 09:29:41,8,Products,2023-10-07 05:38:33,27.0,Email,2023-11-07 07:22:06,Converted
b16f71de-42e4-4ceb-b074-95f0d716fc7a,Navya,Hans,advika36@gmail.com,8367101207.0,"113
Sekhon",Nashik,Maharashtra,45021,India,71.0,Female,17.0,Smartphone,63.87,3.0,2023-09-25 12:33:43,8,Special Offers,2023-06-18 09:41:09,27.0,Email,2023-06-24 17:44:16,Clicked
7d22b3ad-2bb9-4ee7-aeb0-37a72114497b,Vaibhav,Ravi,aliakapur@gmail.net,6026714816.0,"H.No. 763, Chokshi Road",Pune,Maharashtra,411021,India,28.0,Male,18.0,Headphones,987.2,3.0,2023-08-14 04:31:24,8,Products,2023-10-30 21:03:53,28.0,Direct Mail,2024-02-05 00:37:43,Clicked
d3f813d0-82c2-41ad-8c4b-234216f04b72,Veer,Ravel,hanshswamy@gmail.org,346425463.0,"045, Bhagat",Aurangabad,Maharashtra,40080,India,74.0,Male,18.0,Watch,721.01,3.0,2023-10-31 15:24:03,8,Products,2024-01-23 05:02:06,28.0,Social Media,2023-06-24 02:25:13,Opened
f9dd7295-de5c-49b0-8e14-f030d9d13ea5,Ela,Chatterjee,arorabiju@gmail.org,7080403369.0,"H.No. 72
Dyal Nagar",Pune,Maharashtra,411021,India,63.0,Female,19.0,Smartphone,352.37,3.0,2024-03-22 01:49:59,8,Contact,2024-01-25 03:29:30,28.0,Email,2023-06-11 20:39:41,Converted
0c134fc5-9436-40f3-9006-43b771ed4e39,Oorja,Virk,anika04@gmail.org,7178394721.0,"H.No. 46
Ahuja Path",Pune,Maharashtra,411021,India,55.0,Male,19.0,Headphones,850.98,3.0,2023-07-16 07:58:19,8,Special Offers,2024-01-01 06:42:20,30.0,Social Media,2024-03-03 17:20:35,Converted
c7a8937c-fe1f-408c-bb15-4c5a7ed24157,Vivaan,Sampath,byohannan@gmail.org,1795225607.0,"15/945, Sharaf Circle",Nagpur,Maharashtra,40001,India,55.0,Female,19.0,Headphones,452.91,1.0,2024-03-11 16:11:29,8,Products,2023-12-13 14:50:46,31.0,Email,2023-07-23 23:56:22,Opened
337cd45e-7b2c-4bef-941c-32fe5e533548,Shamik,Boase,wasonrania@gmail.com,9205288599.0,"71/35
Luthra Road",Aurangabad,Maharashtra,40080,India,19.0,Female,19.0,Watch,319.7,2.0,2023-05-19 03:55:39,8,Home,2023-05-26 08:23:09,32.0,Email,2024-01-26 06:21:26,Clicked
3d790138-bbf0-4cf7-880a-d498a359d89e,Hunar,Ganesan,mannedharmajan@gmail.org,7301198741.0,"975, Golla Marg",Nagpur,Maharashtra,40001,India,39.0,Female,20.0,Laptop,866.01,1.0,2023-06-10 07:54:15,8,About Us,2024-02-14 21:10:10,32.0,SMS,2023-08-28 06:54:14,Converted
83c1c67e-8565-4e03-9a09-32571aaf4a79,Lavanya,Chad,reneehegde@gmail.net,7430900756.0,"H.No. 45, Char Path",Pune,Maharashtra,411021,India,47.0,Male,20.0,Shoes,905.26,3.0,2024-03-09 05:58:33,9,Home,2024-04-22 11:33:39,33.0,Email,2023-12-07 05:59:28,Clicked
fe6a4acd-08ee-465a-a517-18168b69e04e,Miraya,Char,tsingh@gmail.org,8104970099.0,"H.No. 19, Kala",Nashik,Maharashtra,45021,India,80.0,Female,20.0,Watch,711.83,2.0,2024-03-10 23:28:28,9,Contact,2024-03-13 19:07:08,34.0,SMS,2023-05-26 04:33:22,Opened
da1e5814-b7ee-4245-999b-7391b65a66e6,Kiaan,Mani,dugarmanjari@gmail.com,6203502171.0,"90/524, Lall",Nashik,Maharashtra,45021,India,83.0,Female,21.0,Camera,376.61,3.0,2024-05-09 20:55:03,9,Products,2023-09-23 15:15:44,34.0,SMS,2024-02-19 14:10:47,Clicked
ade43b2a-ad78-4acb-a000-45581eedda5c,Bhamini,Kamdar,wmaharaj@gmail.org,6039558630.0,"82
Goyal Circle",Nagpur,Maharashtra,40001,India,39.0,Female,21.0,Jacket,942.49,3.0,2023-07-30 17:21:04,9,About Us,2023-09-09 22:51:33,35.0,Email,2024-02-20 07:22:11,Unsubscribed
f7980c23-444c-468e-80bb-eb36f663a977,Kartik,Raj,zgera@gmail.org,9203435262.0,"014
Chadha Path",Aurangabad,Maharashtra,40080,India,54.0,Female,21.0,Smartphone,108.4,1.0,2023-08-30 10:48:33,9,About Us,2023-05-30 02:14:18,36.0,Direct Mail,2023-12-16 12:35:05,Opened
94d40a44-2a87-4261-849a-f11e0193e0ef,Diya,Chacko,chandernayantara@gmail.org,4091934795.0,"81/65, Kapadia",Nashik,Maharashtra,45021,India,69.0,Female,21.0,Smartphone,815.06,2.0,2023-07-18 02:14:22,9,Special Offers,2024-05-10 20:47:13,36.0,Email,2023-08-30 19:26:26,Clicked
faa1b7ef-7336-4b7c-aa4f-d383954933ad,Bhavin,Raja,ojasluthra@gmail.com,6730254428.0,"H.No. 34
Rao Zila",Nagpur,Maharashtra,40001,India,90.0,Male,21.0,Headphones,312.63,2.0,2023-08-04 21:43:14,9,Contact,2023-05-23 19:54:54,38.0,Direct Mail,2023-06-02 19:29:22,Converted
295c63f7-6a17-4697-a48e-f8020998cba7,Faiyaz,Sanghvi,yborra@gmail.com,7031156217.0,"48/931
Khosla Ganj",Aurangabad,Maharashtra,40080,India,20.0,Female,22.0,Headphones,625.12,3.0,2024-03-15 11:11:25,9,Products,2023-09-03 13:17:04,38.0,Email,2023-09-05 14:49:18,Unsubscribed
2a8238b4-c361-4b9d-83d5-b30febaed7a6,Sana,Sodhi,zeeshan88@gmail.org,6960542914.0,"38/58, Sastry Path",Nagpur,Maharashtra,40001,India,77.0,Female,22.0,Watch,106.35,3.0,2024-01-11 06:55:12,9,Home,2023-08-23 20:12:55,39.0,Direct Mail,2023-06-11 03:08:25,Converted
0b67a9f6-1e0d-4f33-b9e3-a65aaaec6afa,Ehsaan,Bakshi,waurora@gmail.org,4241972849.0,"48/59, Andra Chowk",Nagpur,Maharashtra,40001,India,24.0,Female,22.0,Smartphone,703.34,3.0,2023-10-10 11:06:58,10,Special Offers,2024-04-10 06:22:21,39.0,Email,2023-08-18 03:27:37,Opened
7968f448-859c-42b2-8b0e-85913deb1ca0,Neysa,Bera,ivan40@gmail.org,3424680687.0,"60
Mann Ganj",Mumbai,Maharashtra,45589,India,67.0,Male,22.0,Jacket,423.79,3.0,2023-08-25 05:16:18,11,Contact,2023-10-31 01:18:47,39.0,SMS,2024-01-12 17:51:39,Unsubscribed
c8b887cb-95da-430e-8a6a-00775bce5f75,Neysa,Agarwal,zara19@gmail.com,2138605535.0,"09, Lad Street",Mumbai,Maharashtra,40215,India,76.0,Female,22.0,Watch,800.18,2.0,2024-03-18 22:00:38,11,Contact,2024-05-04 03:10:00,40.0,Direct Mail,2024-01-30 20:45:36,Unsubscribed
a06076d1-3bab-4193-816c-7f5d006348aa,Yuvraj ,Koshy,bhallaheer@gmail.com,4223422243.0,"82
Malhotra Circle",Pune,Maharashtra,411021,India,70.0,Male,23.0,Smartphone,174.41,3.0,2024-04-22 05:47:12,11,Home,2023-05-14 01:36:44,41.0,Email,2024-01-04 03:59:59,Converted
ee30dd2c-4d2c-482d-8233-f35141469651,Zoya,Chopra,bbains@gmail.org,4690087983.0,"825, Wali Ganj",Pune,Maharashtra,411021,India,20.0,Male,23.0,Shoes,947.75,1.0,2023-06-26 13:48:35,11,Contact,2024-02-04 19:29:41,41.0,Email,2023-08-16 21:19:57,Unsubscribed
0f9f5e32-4862-4b00-8b19-16e6a38dfc9f,Badal,Sekhon,shamikkhatri@gmail.com,1517741581.0,"H.No. 111, Ramesh Nagar",Nashik,Maharashtra,45021,India,60.0,Female,23.0,Shoes,329.75,1.0,2023-11-10 07:06:22,11,Contact,2023-10-06 04:23:27,41.0,Email,2024-04-21 17:35:32,Converted
0063a39e-ec76-4b5a-beaf-eafcb07825e7,Ahana ,Kade,somandiya@gmail.net,7589236313.0,"H.No. 78, Dhaliwal Marg",Pune,Maharashtra,411021,India,89.0,Female,24.0,Laptop,681.54,3.0,2023-08-30 23:42:37,11,Products,2023-12-15 15:59:46,43.0,Social Media,2024-03-26 06:54:34,Unsubscribed
337bc687-b2a2-435c-a019-4d04f83ede84,Jayant,Gade,aahuja@gmail.com,4735651940.0,"H.No. 479, Sahni Path",Nashik,Maharashtra,45021,India,49.0,Male,25.0,Headphones,459.48,1.0,2023-12-30 02:02:06,11,Special Offers,2024-04-25 23:51:53,43.0,SMS,2024-04-13 17:23:21,Unsubscribed
769f9001-559b-4e35-bf7a-3e939a5ff089,Azad,Comar,dhararmaan@gmail.org,8733439223.0,"65/314, Mall Chowk",Aurangabad,Maharashtra,40080,India,32.0,Male,25.0,Headphones,213.11,3.0,2023-08-08 19:06:24,11,Home,2023-06-10 04:31:29,43.0,Direct Mail,2024-01-03 06:41:53,Opened
a49a9fd1-46eb-4950-8361-a11ceb6102a8,Nishith,Kade,ritvik67@gmail.org,7547553962.0,"H.No. 510
Ahluwalia Road",Aurangabad,Maharashtra,40080,India,36.0,Female,25.0,Laptop,811.59,2.0,2024-01-14 12:02:19,12,Products,2024-05-10 10:48:54,44.0,Social Media,2023-07-16 14:39:48,Opened
e976caf2-5d45-4f6f-b6fe-ccfd307a09a8,Miraya,Magar,ybhandari@gmail.com,643034341.0,"29/65
Tailor Nagar",Pune,Maharashtra,411021,India,67.0,Male,25.0,Camera,327.08,1.0,2023-06-22 23:34:37,12,Home,2024-03-17 11:22:58,44.0,SMS,2024-03-07 23:59:09,Clicked
6935f1a9-18a0-4384-84ef-f52415157645,Taran,Kota,riya56@gmail.net,4714359416.0,"733
Bajaj Path",Aurangabad,Maharashtra,40080,India,51.0,Female,25.0,Smartphone,164.27,2.0,2023-07-08 04:25:08,12,Contact,2023-08-23 23:41:31,45.0,Direct Mail,2024-04-30 02:20:39,Opened
04b8924f-9e6f-4bd3-9325-6adf907ff6ff,Adira,Rajagopalan,purab65@gmail.com,2843254446.0,"984
Raval Circle",Nashik,Maharashtra,45021,India,42.0,Male,26.0,Watch,622.3,1.0,2023-10-03 06:05:01,12,Special Offers,2023-08-26 14:15:00,45.0,Direct Mail,2024-02-06 19:40:32,Converted
f1735fa8-b09b-42cf-a2dd-b0edb8199ea6,Samar,Bobal,bhatnagarritvik@gmail.net,7303147059.0,"842, Ray Zila",Aurangabad,Maharashtra,40080,India,22.0,Female,26.0,Headphones,487.34,1.0,2023-12-30 02:58:19,12,Products,2024-05-08 22:26:49,47.0,Direct Mail,2023-10-29 20:13:35,Unsubscribed
5bd21a5d-a709-4fd7-bea2-0fd7d9994b22,Nirvi,Khalsa,reyansh00@gmail.net,1623167388.0,"04
Kulkarni Circle",Aurangabad,Maharashtra,40080,India,45.0,Female,26.0,Smartphone,519.54,1.0,2024-01-05 14:27:18,12,Home,2023-06-26 10:29:06,49.0,Direct Mail,2023-12-29 19:24:27,Clicked
44ac2b27-0dad-4641-b3ff-951adc5dec12,Samar,Sen,shayak09@gmail.com,2281102667.0,"616
Agrawal Ganj",Aurangabad,Maharashtra,40080,India,63.0,Female,26.0,Laptop,505.06,1.0,2024-04-23 17:59:21,12,Products,2023-07-30 17:54:43,49.0,Email,2024-03-25 06:37:05,Converted
dfb075eb-234c-4164-9dbf-8ed9ce49be37,Pranay,Ahuja,anahita90@gmail.net,4886098641.0,"H.No. 632
Rau Marg",Aurangabad,Maharashtra,40080,India,64.0,Male,26.0,Laptop,209.19,2.0,2023-10-24 04:19:10,12,Home,2023-09-24 08:26:09,50.0,Email,2023-10-19 05:51:35,Clicked
d6772ee4-afb6-4edd-bc37-1e4bdaffe110,Rhea,Barad,miraya56@gmail.net,4317442353.0,"958
Sachdev Street",Mumbai,Maharashtra,4065,India,90.0,Female,27.0,Jacket,633.83,2.0,2024-02-01 15:52:25,12,Products,2024-05-09 21:33:53,51.0,SMS,2024-02-22 06:03:32,Unsubscribed
f961321b-ab17-4c47-a312-61cbf973f66f,Tanya,Borra,lakshay48@gmail.net,325677116.0,"17/961
Dey Zila",Pune,Maharashtra,411021,India,21.0,Female,28.0,Laptop,915.55,1.0,2023-08-10 11:05:16,13,Contact,2024-05-10 00:49:23,51.0,SMS,2023-08-04 03:32:31,Clicked
dcd430b4-f16e-473c-ab08-787208d54c0d,Riya,Banerjee,sibalhansh@gmail.org,1099252139.0,"37/10
Babu Marg",Nagpur,Maharashtra,40001,India,64.0,Male,28.0,Camera,964.8,2.0,2024-04-03 22:52:12,13,About Us,2023-11-09 15:45:47,52.0,Email,2024-01-22 08:31:26,Unsubscribed
35b35d26-288c-4f86-ae52-2c8ae5d9b8d8,Krish,Sani,vbala@gmail.org,5203480802.0,"36/969
Chadha Street",Nashik,Maharashtra,45021,India,64.0,Male,29.0,Headphones,343.4,3.0,2023-07-28 03:07:13,13,Contact,2023-08-21 02:49:58,52.0,Email,2023-09-14 16:46:52,Clicked
